"id","pp","psoe","year","dtreat","voters","part"
3,10.9099998474121,67.8300018310547,1993,0,2043,45.2799987792969
4,18.7000007629395,58.75,1993,0,7303,33.2200012207031
5,9.09000015258789,77.5500030517578,1993,0,6061,45.0900001525879
6,20.4899997711182,63.1399993896484,1993,0,18607,39.8199996948242
7,24.2299995422363,55.8899993896484,1993,0,2211,39.7099990844727
8,14.2600002288818,68.1600036621094,1993,0,3342,36.8300018310547
9,10.960000038147,45.0800018310547,1993,0,29250,36.6100006103516
10,40.4000015258789,41.9099998474121,1993,0,3224,32.9099998474121
11,11.2700004577637,69.5299987792969,1993,0,4805,37.5
12,12.0799999237061,67.5899963378906,1993,0,7408,37.6300010681152
13,24.2900009155273,55.6500015258789,1993,0,5889,34.7599983215332
14,18.0400009155273,60.7000007629395,1993,0,1935,37.4199981689453
15,24.6800003051758,61.4700012207031,1993,0,699,33.3300018310547
16,13.0200004577637,65.8199996948242,1993,0,1372,40.5200004577637
17,7.38000011444092,67.6500015258789,1993,0,5345,41.5299987792969
18,18.7299995422363,57.3499984741211,1993,0,788,45.689998626709
19,9.89999961853027,44.7299995422363,1993,0,3202,35.2299995422363
20,12.6000003814697,70.2300033569336,1993,0,8643,37.560001373291
21,25.6200008392334,53.7400016784668,1993,0,785,37.2000007629395
22,15.3299999237061,38.939998626709,1993,0,5297,35.2700004577637
23,9.82999992370605,72.379997253418,1993,0,1830,42.5099983215332
24,14.4399995803833,63.7999992370605,1993,0,2207,46.9000015258789
25,30.0100002288818,45.5099983215332,1993,0,2822,29.5200004577637
26,9.51000022888184,69.7799987792969,1993,0,2825,44.5
27,27.9099998474121,35.4000015258789,1993,0,2198,60.189998626709
28,22.9500007629395,49.1199989318848,1993,0,2483,25.1299991607666
29,26.5200004577637,56.0200004577637,1993,0,9821,35.5099983215332
30,10.6700000762939,42.3800010681152,1993,0,4198,40.3499984741211
31,39.5800018310547,50.5699996948242,1993,0,11528,41.5200004577637
32,35.0499992370605,47.9500007629395,1993,0,40106,31.4899997711182
33,12.3000001907349,67.7200012207031,1993,0,9537,42.9900016784668
34,23.6499996185303,61.4900016784668,1993,0,883,33.6399993896484
35,15.9799995422363,68.5599975585938,1993,0,7136,35.9199981689453
36,41.9900016784668,39.2099990844727,1993,0,5025,34.0900001525879
37,39.7400016784668,50.6100006103516,1993,0,22098,32.4099998474121
38,32.0699996948242,52.5999984741211,1993,0,1979,40.2200012207031
39,37.060001373291,53.310001373291,1993,0,32552,35.9799995422363
40,19.5799999237061,59.810001373291,1993,0,7035,34.7099990844727
41,13.5799999237061,70.0100021362305,1993,0,7863,19.5
42,23.1800003051758,52.9799995422363,1993,0,838,36.4000015258789
43,14.0500001907349,67.9000015258789,1993,0,7263,40.4700012207031
44,39.8199996948242,44.8400001525879,1993,0,764,44.7599983215332
45,9.43000030517578,48.7299995422363,1993,0,3253,37.7200012207031
46,17.8299999237061,62.1399993896484,1993,0,1485,40
47,16.2600002288818,61.6800003051758,1993,0,2781,41.8899993896484
48,15.6700000762939,59.0999984741211,1993,0,15091,34.2999992370605
49,32.6199989318848,48.5800018310547,1993,0,2672,36.939998626709
50,13.1000003814697,35.3300018310547,1993,0,6806,34.5999984741211
51,25.2399997711182,59.9599990844727,1993,0,3474,39.2099990844727
52,18.8799991607666,53.9000015258789,1993,0,5025,40.3199996948242
